user_id,signup_date,country,platform,acquisition_channel
701,2026-01-30,UAE,Web,Referral
702,2026-04-19,USA,Web,Organic
703,2026-01-05,India,Android,Organic
704,2026-04-29,India,Web,Referral
705,2026-02-02,UK,Android,Direct
706,2026-04-28,UK,Web,Organic
707,2026-03-06,India,Web,Paid Search
708,2026-05-26,India,Web,Organic
709,2026-06-26,India,iOS,Organic
710,2026-01-11,USA,Android,Paid Search
711,2026-03-26,USA,Web,LinkedIn
712,2026-01-26,USA,Web,Organic
713,2026-03-04,Germany,iOS,Direct
714,2026-03-27,UAE,Android,Organic
715,2026-02-28,India,Web,Direct
716,2026-01-27,India,iOS,Direct
717,2026-06-26,India,iOS,Referral
718,2026-06-10,Germany,Web,Organic
719,2026-04-08,UK,Web,Referral
720,2026-04-15,India,Web,Referral
721,2026-04-09,UAE,Android,Direct
722,2026-05-09,UK,iOS,Referral
723,2026-05-29,USA,Web,Paid Search
724,2026-02-24,India,Web,Direct
725,2026-01-06,Germany,Web,Direct
726,2026-04-05,UK,Android,Referral
727,2026-05-13,India,Web,Direct
728,2026-04-12,Germany,Web,Referral
729,2026-01-03,India,Web,LinkedIn
730,2026-06-30,Germany,Web,LinkedIn
731,2026-01-23,Germany,Web,LinkedIn
732,2026-02-22,USA,Web,Paid Search
733,2026-06-14,USA,Web,Referral
734,2026-03-24,India,Android,Referral
735,2026-05-25,Germany,Web,Paid Search
736,2026-03-26,UK,Web,Paid Search
737,2026-03-19,USA,Android,LinkedIn
738,2026-04-20,Germany,Web,Referral
739,2026-01-01,Germany,iOS,Organic
740,2026-02-20,USA,Web,Direct
741,2026-06-22,India,Web,Direct
742,2026-01-04,Germany,Web,Paid Search
743,2026-04-23,UK,Web,Organic
744,2026-02-01,Germany,Android,Direct
745,2026-02-03,USA,Web,Direct
746,2026-04-02,India,Web,Organic
747,2026-04-05,UAE,Web,Organic
748,2026-03-13,UK,Web,Paid Search
749,2026-02-08,USA,Web,LinkedIn
750,2026-06-03,India,Web,Organic
751,2026-06-11,UK,Web,Referral
752,2026-04-28,India,Android,Paid Search
753,2026-01-03,USA,Web,Direct
754,2026-05-03,UAE,iOS,Paid Search
755,2026-02-19,India,Android,Referral
756,2026-01-12,India,Web,Direct
757,2026-02-23,India,Android,Organic
758,2026-05-13,UAE,Android,Organic
759,2026-02-26,India,Web,LinkedIn
760,2026-05-25,India,Android,Organic
761,2026-04-22,Germany,Web,Direct
762,2026-02-16,Germany,Web,Organic
763,2026-05-31,UAE,Android,Organic
764,2026-03-26,Germany,Web,Direct
765,2026-05-22,India,Web,Referral
766,2026-03-07,UK,Web,LinkedIn
767,2026-03-16,UK,Android,Organic
768,2026-06-28,UAE,Android,Organic
769,2026-04-13,UAE,iOS,Direct
770,2026-06-15,UAE,Android,Paid Search
771,2026-02-07,UAE,Web,Paid Search
772,2026-02-19,USA,Web,Organic
773,2026-04-08,India,iOS,Paid Search
774,2026-03-23,India,Android,LinkedIn
775,2026-01-30,India,Web,Direct
776,2026-03-20,India,Web,LinkedIn
777,2026-04-01,UK,Android,LinkedIn
778,2026-06-28,India,Android,Referral
779,2026-02-21,Germany,iOS,Referral
780,2026-06-15,India,Web,LinkedIn
781,2026-03-20,India,Android,Organic
782,2026-01-30,USA,Android,Organic
783,2026-04-16,India,Web,Direct
784,2026-02-20,UK,Android,Organic
785,2026-03-22,USA,Android,Organic
786,2026-05-13,India,Android,Referral
787,2026-01-29,India,Android,LinkedIn
788,2026-05-12,UAE,iOS,Referral
789,2026-05-18,India,iOS,Paid Search
790,2026-05-25,India,Web,Direct
791,2026-03-15,India,iOS,LinkedIn
792,2026-01-17,India,Android,Direct
793,2026-03-25,UK,Android,Organic
794,2026-03-10,USA,Web,Organic
795,2026-02-03,UK,iOS,Paid Search
796,2026-01-06,India,Web,Organic
797,2026-02-22,India,iOS,Organic
798,2026-05-06,Germany,iOS,Organic
799,2026-02-12,UK,Web,Referral
800,2026-04-25,Germany,Web,LinkedIn
801,2026-04-21,UAE,Web,LinkedIn
802,2026-05-31,UK,Web,Organic
803,2026-03-21,UK,Android,Paid Search
804,2026-04-05,India,Web,Organic
805,2026-04-28,UAE,Web,Paid Search
806,2026-05-24,UK,Web,Paid Search
807,2026-01-08,India,Web,Paid Search
808,2026-05-12,India,Android,Direct
809,2026-04-14,USA,Web,Direct
810,2026-05-12,Germany,Android,Referral
811,2026-01-25,UAE,Web,Direct
812,2026-04-06,India,Web,LinkedIn
813,2026-06-04,India,Web,Direct
814,2026-04-03,USA,iOS,Referral
815,2026-06-09,India,iOS,Referral
816,2026-06-27,Germany,Android,LinkedIn
817,2026-03-02,India,iOS,Organic
818,2026-05-02,UAE,Web,LinkedIn
819,2026-02-20,UK,Android,Direct
820,2026-05-27,USA,Android,LinkedIn
821,2026-01-21,UAE,Web,Organic
822,2026-01-05,UAE,Web,Paid Search
823,2026-04-02,Germany,iOS,Direct
824,2026-06-19,India,Web,Direct
825,2026-03-02,Germany,Android,Paid Search
826,2026-01-22,India,Web,Direct
827,2026-05-29,USA,Web,Direct
828,2026-03-11,UK,Android,Organic
829,2026-01-01,India,Android,Direct
830,2026-05-13,Germany,Web,Paid Search
831,2026-01-12,India,Android,Referral
832,2026-03-31,India,Web,Referral
833,2026-02-15,UK,Web,LinkedIn
834,2026-02-03,UAE,Android,LinkedIn
835,2026-06-26,UK,Web,Paid Search
836,2026-03-19,India,Web,Direct
837,2026-02-14,India,Web,Direct
838,2026-06-04,India,iOS,LinkedIn
839,2026-03-14,India,Web,Paid Search
840,2026-01-26,UAE,iOS,Organic
841,2026-02-16,USA,iOS,Paid Search
842,2026-05-01,Germany,Web,Direct
843,2026-02-25,USA,iOS,Organic
844,2026-04-04,India,Android,Direct
845,2026-04-17,UAE,Web,Direct
846,2026-03-04,India,Web,LinkedIn
847,2026-02-17,India,Web,LinkedIn
848,2026-03-02,UK,iOS,Referral
849,2026-03-22,India,Android,LinkedIn
850,2026-01-26,India,Web,Paid Search
851,2026-02-05,Germany,Web,Direct
852,2026-01-01,UAE,Web,LinkedIn
853,2026-01-08,UAE,iOS,LinkedIn
854,2026-04-23,India,Web,LinkedIn
855,2026-04-09,India,Android,Organic
856,2026-06-29,Germany,Web,Organic
857,2026-02-16,India,iOS,Direct
858,2026-05-07,UAE,Web,Organic
859,2026-02-25,India,iOS,Referral
860,2026-01-14,UAE,Web,Paid Search
861,2026-01-28,India,iOS,Organic
862,2026-03-19,USA,Web,Organic
863,2026-05-10,USA,Web,Direct
864,2026-04-19,USA,Web,Referral
865,2026-06-03,India,iOS,Referral
866,2026-01-14,USA,Web,Direct
867,2026-02-25,UK,Web,Organic
868,2026-04-25,UAE,Android,Organic
869,2026-01-07,UK,Android,LinkedIn
870,2026-01-03,India,Web,LinkedIn
871,2026-04-21,India,iOS,Paid Search
872,2026-05-31,USA,Web,Direct
873,2026-04-17,India,iOS,Direct
874,2026-01-18,UK,Android,Organic
875,2026-02-07,UAE,Web,Organic
876,2026-04-25,Germany,Android,Direct
877,2026-01-15,Germany,Web,Paid Search
878,2026-04-29,Germany,iOS,Organic
879,2026-01-28,India,iOS,LinkedIn
880,2026-02-08,India,Android,Paid Search
881,2026-01-17,UAE,Web,Paid Search
882,2026-03-27,India,Web,Organic
883,2026-05-06,India,Web,LinkedIn
884,2026-02-13,UK,Android,Referral
885,2026-01-25,UK,iOS,Organic
886,2026-05-25,Germany,iOS,Paid Search
887,2026-01-13,India,Web,Referral
888,2026-01-25,India,Android,Direct
889,2026-03-09,India,Android,Direct
890,2026-05-18,Germany,iOS,Organic
891,2026-03-08,USA,Web,LinkedIn
892,2026-04-19,USA,Web,LinkedIn
893,2026-05-26,Germany,iOS,Direct
894,2026-04-21,UK,iOS,Referral
895,2026-04-21,UAE,Web,Organic
896,2026-02-03,India,iOS,LinkedIn
897,2026-04-21,UK,Web,Organic
898,2026-01-08,UAE,Android,Organic
899,2026-06-17,UAE,Web,Referral
900,2026-04-23,Germany,Web,Direct
901,2026-03-24,Germany,Web,Organic
902,2026-02-11,USA,Web,Referral
903,2026-06-18,USA,Web,Paid Search
904,2026-04-11,USA,Android,Direct
905,2026-01-06,India,Web,Referral
906,2026-06-29,India,Web,Organic
907,2026-01-26,USA,Web,Organic
908,2026-03-05,USA,Web,Paid Search
909,2026-02-28,India,Web,Organic
910,2026-04-19,Germany,Web,Organic
911,2026-05-01,India,iOS,LinkedIn
912,2026-02-02,India,Web,Paid Search
913,2026-06-30,USA,iOS,LinkedIn
914,2026-05-30,India,Web,Organic
915,2026-01-21,India,Web,Referral
916,2026-03-11,India,Web,Paid Search
917,2026-04-22,USA,Android,Organic
918,2026-01-04,UAE,iOS,Referral
919,2026-04-04,USA,Android,Organic
920,2026-03-16,UK,Web,Direct
921,2026-03-03,India,Android,Referral
922,2026-04-04,Germany,Web,Referral
923,2026-04-05,India,Web,Organic
924,2026-06-01,Germany,iOS,Organic
925,2026-02-24,UK,Web,Paid Search
926,2026-05-17,Germany,Android,Referral
927,2026-05-11,India,Web,Organic
928,2026-01-31,UAE,Android,Organic
929,2026-02-09,India,iOS,Paid Search
930,2026-02-05,India,iOS,Paid Search
931,2026-06-01,UK,Web,Organic
932,2026-01-06,India,Web,Paid Search
933,2026-03-07,UK,Android,Paid Search
934,2026-03-16,India,Web,Paid Search
935,2026-01-04,India,iOS,Paid Search
936,2026-03-20,USA,Android,Referral
937,2026-05-14,UAE,Web,Organic
938,2026-04-28,UK,iOS,Organic
939,2026-04-23,UK,iOS,Paid Search
940,2026-04-04,USA,Web,Paid Search
941,2026-06-28,India,Web,Paid Search
942,2026-03-03,USA,Web,Direct
943,2026-03-20,Germany,Web,Direct
944,2026-05-16,USA,iOS,Organic
945,2026-01-26,UAE,Web,Direct
946,2026-06-28,UK,Android,Paid Search
947,2026-06-22,USA,Web,Organic
948,2026-02-13,UK,iOS,Direct
949,2026-05-13,India,iOS,Direct
950,2026-03-11,India,Web,Direct
951,2026-06-03,USA,Web,Organic
952,2026-04-28,India,Android,Organic
953,2026-03-09,USA,Android,Referral
954,2026-01-19,UAE,Web,Referral
955,2026-01-20,UK,Web,Organic
956,2026-04-23,India,Web,Direct
957,2026-05-20,India,Web,Referral
958,2026-02-16,Germany,iOS,Paid Search
959,2026-01-01,Germany,Android,Referral
960,2026-03-31,USA,Web,Referral
961,2026-05-22,UAE,Android,Organic
962,2026-03-05,USA,Web,Direct
963,2026-02-07,UK,iOS,Paid Search
964,2026-02-06,UK,Web,Organic
965,2026-05-06,India,Web,Direct
966,2026-05-19,UK,Web,Direct
967,2026-04-10,USA,Web,Direct
968,2026-03-18,Germany,iOS,Direct
969,2026-01-03,India,iOS,Referral
970,2026-06-10,USA,Web,Direct
971,2026-05-14,UK,Android,Organic
972,2026-06-27,UAE,Web,LinkedIn
973,2026-01-10,India,iOS,LinkedIn
974,2026-01-05,UAE,Web,Organic
975,2026-05-31,UAE,Web,Referral
976,2026-05-18,India,Web,Referral
977,2026-06-21,USA,iOS,LinkedIn
978,2026-05-10,USA,iOS,Organic
979,2026-01-13,UK,Web,Direct
980,2026-06-17,Germany,Web,Organic
981,2026-05-10,India,Web,Paid Search
982,2026-03-25,India,iOS,Direct
983,2026-03-06,USA,iOS,Referral
984,2026-03-04,India,Web,Paid Search
985,2026-04-11,India,Web,Organic
986,2026-03-14,India,Android,LinkedIn
987,2026-01-17,India,Web,Direct
988,2026-01-09,USA,Web,Direct
989,2026-05-23,India,Web,LinkedIn
990,2026-06-01,UAE,Web,Organic
991,2026-02-07,India,Web,Organic
992,2026-06-12,USA,iOS,Organic
993,2026-04-04,India,Web,Paid Search
994,2026-04-05,USA,iOS,Organic
995,2026-02-18,UAE,Web,Organic
996,2026-03-10,India,Android,Referral
997,2026-03-03,UK,iOS,Paid Search
998,2026-06-27,India,iOS,LinkedIn
999,2026-03-19,UAE,Web,Direct
1000,2026-04-27,India,Web,Referral
1001,2026-04-30,Germany,Web,LinkedIn
1002,2026-05-17,India,iOS,LinkedIn
1003,2026-06-11,USA,Web,Paid Search
1004,2026-03-17,India,Android,Organic
1005,2026-02-04,India,Android,Organic
1006,2026-01-01,UAE,Web,Organic
1007,2026-02-09,Germany,Android,LinkedIn
1008,2026-03-05,India,Web,Direct
1009,2026-05-30,India,Web,Direct
1010,2026-03-01,India,Web,Organic
1011,2026-03-05,India,iOS,Direct
1012,2026-04-03,India,Web,Paid Search
1013,2026-03-13,UK,Android,Direct
1014,2026-01-11,India,Web,Organic
1015,2026-04-15,India,Web,Organic
1016,2026-01-14,USA,Android,Paid Search
1017,2026-03-01,UAE,Web,Direct
1018,2026-01-30,India,Web,Organic
1019,2026-02-04,India,iOS,Organic
1020,2026-06-14,UK,Web,Direct
1021,2026-01-05,India,Web,Direct
1022,2026-03-24,UAE,Web,Organic
1023,2026-05-03,India,Web,LinkedIn
1024,2026-03-19,UK,Android,Paid Search
1025,2026-06-03,India,Android,Paid Search
1026,2026-03-03,UK,Web,Paid Search
1027,2026-05-12,USA,Web,Paid Search
1028,2026-03-30,UK,Web,Referral
1029,2026-02-11,India,Android,Referral
1030,2026-03-30,India,Web,Paid Search
1031,2026-05-26,India,Web,LinkedIn
1032,2026-02-09,India,iOS,LinkedIn
1033,2026-03-13,India,Android,Paid Search
1034,2026-02-08,USA,Web,Organic
1035,2026-04-14,UAE,Web,Referral
1036,2026-01-14,UAE,Web,LinkedIn
1037,2026-02-01,UK,Web,Referral
1038,2026-06-28,UK,iOS,Referral
1039,2026-05-05,India,iOS,Organic
1040,2026-06-15,USA,iOS,Referral
1041,2026-04-07,India,Web,Paid Search
1042,2026-01-23,USA,Web,Direct
1043,2026-03-04,USA,Web,LinkedIn
1044,2026-05-23,USA,Web,Organic
1045,2026-06-02,UK,Android,Paid Search
1046,2026-05-25,India,Web,Direct
1047,2026-02-22,UAE,Web,Paid Search
1048,2026-04-14,UK,Web,Referral
1049,2026-04-14,UAE,Web,LinkedIn
1050,2026-06-28,Germany,Web,LinkedIn
1051,2026-02-08,India,Android,Organic
1052,2026-06-28,India,Web,Referral
1053,2026-05-14,India,iOS,Direct
1054,2026-03-08,India,Web,Direct
1055,2026-05-15,UK,Web,LinkedIn
1056,2026-06-28,USA,Android,Direct
1057,2026-02-11,USA,Web,Referral
1058,2026-01-15,USA,iOS,Paid Search
1059,2026-04-21,Germany,Web,Referral
1060,2026-06-06,USA,Web,Organic
1061,2026-02-02,India,Android,Paid Search
1062,2026-06-04,USA,Android,Paid Search
1063,2026-06-13,India,Android,Direct
1064,2026-06-06,India,iOS,LinkedIn
1065,2026-02-07,UK,Web,Referral
1066,2026-04-07,India,iOS,Paid Search
1067,2026-06-04,India,iOS,Organic
1068,2026-02-02,India,Web,Paid Search
1069,2026-03-27,India,Web,LinkedIn
1070,2026-03-07,Germany,Android,Organic
1071,2026-01-10,India,Web,Paid Search
1072,2026-01-05,India,Web,Paid Search
1073,2026-05-03,UAE,Android,LinkedIn
1074,2026-03-15,UAE,Web,Direct
1075,2026-04-07,Germany,Web,LinkedIn
1076,2026-04-28,India,iOS,Paid Search
1077,2026-02-07,UK,Web,Paid Search
1078,2026-05-21,USA,iOS,Organic
1079,2026-06-08,Germany,Web,Organic
1080,2026-02-16,UK,Web,Organic
1081,2026-04-19,USA,Web,Organic
1082,2026-06-29,India,Android,Organic
1083,2026-01-15,UAE,Web,Organic
1084,2026-06-06,UAE,Web,Organic
1085,2026-05-16,Germany,Web,Referral
1086,2026-01-05,India,Web,Direct
1087,2026-06-06,India,Web,Direct
1088,2026-02-16,India,Web,Organic
1089,2026-03-09,India,Web,Paid Search
1090,2026-03-17,India,Web,Direct
1091,2026-06-22,Germany,Android,Organic
1092,2026-05-10,UAE,iOS,Direct
1093,2026-06-04,UK,Web,Referral
1094,2026-04-05,USA,Web,Direct
1095,2026-04-25,UAE,iOS,Direct
1096,2026-06-13,India,iOS,LinkedIn
1097,2026-02-05,India,Web,LinkedIn
1098,2026-01-26,India,Android,Organic
1099,2026-02-12,UK,Web,Organic
1100,2026-01-27,UAE,Web,Paid Search
1101,2026-03-10,India,Web,Organic
1102,2026-05-28,UK,Android,Organic
1103,2026-01-11,Germany,Web,Paid Search
1104,2026-03-15,USA,Android,Direct
1105,2026-04-14,USA,Web,Organic
1106,2026-02-07,USA,Web,Organic
1107,2026-05-14,India,Web,Paid Search
1108,2026-01-23,USA,Android,Referral
1109,2026-02-16,India,Web,Organic
1110,2026-03-31,USA,Web,Direct
1111,2026-02-15,UK,Web,Referral
1112,2026-04-17,India,Android,Referral
1113,2026-05-20,USA,Web,Organic
1114,2026-05-21,Germany,Web,Paid Search
1115,2026-04-14,India,Web,Direct
1116,2026-04-21,USA,Android,Organic
1117,2026-04-14,India,Android,Paid Search
1118,2026-03-01,UK,iOS,Organic
1119,2026-06-20,UAE,Web,Direct
1120,2026-04-10,UK,Web,Organic
1121,2026-03-09,Germany,Android,Direct
1122,2026-05-13,Germany,Web,Paid Search
1123,2026-04-30,USA,Web,Referral
1124,2026-02-06,India,Web,LinkedIn
1125,2026-03-13,Germany,Android,Organic
1126,2026-05-07,India,Web,Paid Search
1127,2026-04-16,Germany,iOS,Paid Search
1128,2026-04-02,India,Android,Organic
1129,2026-01-31,India,Web,Direct
1130,2026-05-02,USA,Web,Organic
1131,2026-05-17,India,Android,LinkedIn
1132,2026-02-20,India,Android,Paid Search
1133,2026-01-29,India,Android,Organic
1134,2026-02-09,India,iOS,LinkedIn
1135,2026-02-10,India,Web,Referral
1136,2026-01-11,India,Android,Paid Search
1137,2026-05-31,UAE,Web,Referral
1138,2026-01-01,India,Android,Organic
1139,2026-02-15,USA,Android,Direct
1140,2026-04-11,India,iOS,Paid Search
1141,2026-05-29,Germany,Android,Organic
1142,2026-03-31,Germany,Android,LinkedIn
1143,2026-04-20,India,Web,Organic
1144,2026-06-13,USA,iOS,Organic
1145,2026-02-26,USA,Web,Paid Search
1146,2026-01-01,Germany,Web,Direct
1147,2026-03-04,UK,Web,Direct
1148,2026-02-24,India,Web,LinkedIn
1149,2026-04-25,UK,Android,Paid Search
1150,2026-06-17,UK,Android,Referral
1151,2026-05-23,UK,Web,Paid Search
1152,2026-05-29,India,Web,Organic
1153,2026-06-24,Germany,Web,Direct
1154,2026-02-22,Germany,Android,Organic
1155,2026-05-17,India,Web,Paid Search
1156,2026-06-29,India,iOS,Direct
1157,2026-02-26,India,Android,LinkedIn
1158,2026-04-27,USA,Web,Organic
1159,2026-06-03,USA,Android,Organic
1160,2026-06-18,UK,Android,Referral
1161,2026-02-04,UAE,Android,Paid Search
1162,2026-03-04,UK,Web,Paid Search
1163,2026-01-25,India,Web,Paid Search
1164,2026-03-31,UAE,Android,Direct
1165,2026-03-16,USA,Web,Organic
1166,2026-02-07,Germany,iOS,Paid Search
1167,2026-05-10,Germany,Web,Paid Search
1168,2026-05-15,Germany,Web,Organic
1169,2026-06-11,UAE,Web,Organic
1170,2026-04-01,UAE,iOS,Direct
1171,2026-01-17,USA,Web,Direct
1172,2026-05-08,Germany,iOS,Organic
1173,2026-06-20,India,Web,Direct
1174,2026-04-18,India,iOS,Organic
1175,2026-06-28,India,iOS,Referral
1176,2026-06-01,UK,Web,Organic
1177,2026-01-25,India,Web,Direct
1178,2026-06-29,India,Web,Organic
1179,2026-03-29,India,Web,Referral
1180,2026-06-10,India,iOS,LinkedIn
1181,2026-06-26,Germany,Web,Organic
1182,2026-01-29,India,Web,Paid Search
1183,2026-03-04,USA,iOS,Organic
1184,2026-05-30,UK,Web,LinkedIn
1185,2026-06-03,Germany,Android,Paid Search
1186,2026-06-05,India,Web,Referral
1187,2026-04-24,Germany,Android,Direct
1188,2026-02-18,UK,Web,Paid Search
1189,2026-03-22,Germany,Web,Organic
1190,2026-03-25,Germany,Web,LinkedIn
1191,2026-04-15,India,Web,LinkedIn
1192,2026-06-26,India,Web,Direct
1193,2026-05-28,India,Web,Organic
1194,2026-04-28,UK,iOS,Paid Search
1195,2026-03-27,India,Web,Direct
1196,2026-03-04,India,Android,Direct
1197,2026-04-14,UAE,Web,Referral
1198,2026-02-18,India,Android,Organic
1199,2026-03-12,India,Web,Organic
1200,2026-01-01,UAE,Web,Organic
1201,2026-05-21,India,Web,Direct
1202,2026-06-28,UAE,Web,Organic
1203,2026-05-03,UAE,Web,Referral
1204,2026-03-03,UAE,Web,Referral
1205,2026-02-01,Germany,iOS,Paid Search
1206,2026-06-07,UK,Android,Paid Search
1207,2026-01-29,UAE,Web,LinkedIn
1208,2026-02-18,UAE,Android,Paid Search
1209,2026-06-22,USA,Android,Organic
1210,2026-01-30,Germany,Android,Paid Search
1211,2026-05-24,Germany,Web,Direct
1212,2026-06-17,USA,Web,Direct
1213,2026-01-19,India,Web,Referral
1214,2026-01-18,India,iOS,LinkedIn
1215,2026-01-01,India,Web,Referral
1216,2026-03-19,Germany,Web,Referral
1217,2026-04-25,USA,Web,Direct
1218,2026-06-24,USA,Web,Paid Search
1219,2026-04-23,India,iOS,Organic
1220,2026-04-24,USA,Web,Direct
1221,2026-06-15,India,iOS,LinkedIn
1222,2026-06-28,India,Android,Paid Search
1223,2026-03-04,UAE,Web,Direct
1224,2026-05-12,UK,Web,Paid Search
1225,2026-05-09,UAE,Android,Paid Search
1226,2026-01-08,Germany,Web,Referral
1227,2026-06-06,India,Web,Organic
1228,2026-02-24,UK,Web,LinkedIn
1229,2026-04-13,UK,iOS,Organic
1230,2026-05-11,India,iOS,Organic
1231,2026-02-01,USA,Web,Referral
1232,2026-01-10,USA,Web,Referral
1233,2026-04-20,USA,Web,Organic
1234,2026-06-11,Germany,Android,Direct
1235,2026-05-04,USA,Web,Referral
1236,2026-03-28,India,Android,Organic
1237,2026-02-24,USA,Web,Paid Search
1238,2026-02-01,India,iOS,Direct
1239,2026-06-27,India,Web,Referral
1240,2026-05-15,India,iOS,Organic
1241,2026-04-03,USA,Web,Organic
1242,2026-01-08,USA,Android,Paid Search
1243,2026-03-06,India,Web,Paid Search
1244,2026-02-26,USA,Web,LinkedIn
1245,2026-03-08,Germany,Web,Direct
1246,2026-03-13,India,Android,Organic
1247,2026-02-23,India,iOS,Direct
1248,2026-03-08,USA,Web,Direct
1249,2026-02-20,India,iOS,Direct
1250,2026-04-07,UK,iOS,Direct
1251,2026-04-02,India,Android,Direct
1252,2026-01-08,UAE,Android,Referral
1253,2026-06-11,USA,iOS,Paid Search
1254,2026-02-04,USA,Web,Paid Search
1255,2026-04-06,USA,Android,Direct
1256,2026-03-29,Germany,iOS,Paid Search
1257,2026-03-19,USA,Android,Organic
1258,2026-02-01,USA,Web,Organic
1259,2026-04-30,India,Web,Direct
1260,2026-02-15,UK,Web,LinkedIn
1261,2026-05-24,India,iOS,Paid Search
1262,2026-06-14,USA,Android,Organic
1263,2026-05-22,India,Web,LinkedIn
1264,2026-02-24,UK,iOS,Organic
1265,2026-06-25,India,iOS,Referral
1266,2026-01-07,USA,iOS,Paid Search
1267,2026-03-15,Germany,Web,Direct
1268,2026-01-07,UAE,Android,Referral
1269,2026-06-10,Germany,Web,Referral
1270,2026-05-31,India,Android,LinkedIn
1271,2026-03-26,UK,Web,Paid Search
1272,2026-05-27,Germany,Web,Organic
1273,2026-04-22,India,Android,Referral
1274,2026-05-05,Germany,Web,Direct
1275,2026-05-27,India,Web,Paid Search
1276,2026-02-05,India,iOS,LinkedIn
1277,2026-01-29,Germany,Web,Direct
1278,2026-03-23,India,Web,Direct
1279,2026-01-02,Germany,Web,LinkedIn
1280,2026-05-09,Germany,Web,LinkedIn
1281,2026-02-16,India,Web,Direct
1282,2026-05-28,UK,Web,Direct
1283,2026-01-11,India,Android,Direct
1284,2026-05-10,UAE,Web,Referral
1285,2026-04-29,India,Web,Paid Search
1286,2026-05-20,India,Web,Organic
1287,2026-01-20,UAE,Web,Paid Search
1288,2026-01-05,UAE,iOS,Direct
1289,2026-02-06,Germany,iOS,Direct
1290,2026-06-15,USA,Web,Referral
1291,2026-05-17,USA,Web,Referral
1292,2026-02-22,UK,Web,Paid Search
1293,2026-06-21,USA,Android,Paid Search
1294,2026-04-09,India,iOS,LinkedIn
1295,2026-03-27,USA,Web,Paid Search
1296,2026-04-18,Germany,Web,Organic
1297,2026-01-24,India,iOS,Referral
1298,2026-03-22,USA,Android,Organic
1299,2026-06-07,USA,Android,Direct
1300,2026-04-30,Germany,Web,Paid Search
1301,2026-02-28,USA,Web,Direct
1302,2026-05-08,India,Web,Organic
1303,2026-04-24,India,Android,Organic
1304,2026-04-25,India,Android,Referral
1305,2026-01-14,USA,Web,LinkedIn
1306,2026-01-09,India,Web,Referral
1307,2026-02-09,Germany,Web,Organic
1308,2026-01-25,India,Web,Organic
1309,2026-04-13,India,Web,Referral
1310,2026-01-22,UAE,iOS,Organic
1311,2026-01-04,USA,Web,Paid Search
1312,2026-06-03,India,Web,LinkedIn
1313,2026-01-29,UAE,iOS,Organic
1314,2026-04-19,UAE,Web,Organic
1315,2026-04-08,India,Web,Organic
1316,2026-02-06,India,Web,Direct
1317,2026-03-16,USA,Android,Paid Search
1318,2026-03-11,UK,Android,Direct
1319,2026-05-26,India,Web,Organic
1320,2026-05-08,USA,Web,LinkedIn
1321,2026-03-26,Germany,Web,Organic
1322,2026-02-11,UK,iOS,Paid Search
1323,2026-04-10,UK,iOS,Direct
1324,2026-02-10,Germany,Android,Direct
1325,2026-06-15,Germany,Web,LinkedIn
1326,2026-02-03,USA,Android,Direct
1327,2026-01-17,UAE,Android,Organic
1328,2026-06-14,UK,Android,Paid Search
1329,2026-06-02,USA,iOS,Paid Search
1330,2026-05-02,India,Web,Direct
1331,2026-03-17,UAE,Web,Organic
1332,2026-03-28,USA,Web,Direct
1333,2026-04-27,USA,Web,Paid Search
1334,2026-04-16,UAE,iOS,LinkedIn
1335,2026-03-27,USA,iOS,Organic
1336,2026-01-27,India,Android,Paid Search
1337,2026-02-26,UAE,Web,LinkedIn
1338,2026-01-31,USA,Web,Referral
1339,2026-05-14,India,Android,Direct
1340,2026-06-17,India,Web,LinkedIn
1341,2026-04-08,Germany,Web,Referral
1342,2026-01-12,India,Android,Direct
1343,2026-02-22,India,Android,LinkedIn
1344,2026-05-18,Germany,Web,Referral
1345,2026-06-22,USA,Android,Organic
1346,2026-05-25,USA,iOS,Paid Search
1347,2026-06-03,Germany,Android,LinkedIn
1348,2026-05-02,India,Android,Direct
1349,2026-02-15,USA,Web,Paid Search
1350,2026-03-05,UK,iOS,Organic
1351,2026-05-10,USA,Web,Referral
1352,2026-02-23,UK,Web,Organic
1353,2026-04-17,UK,Android,LinkedIn
1354,2026-02-20,UAE,Web,LinkedIn
1355,2026-06-30,UAE,iOS,Paid Search
1356,2026-02-05,USA,Android,Direct
1357,2026-04-25,UK,Android,Referral
1358,2026-01-26,UK,Android,Referral
1359,2026-01-29,UAE,Web,Organic
1360,2026-05-29,UK,Web,Paid Search
1361,2026-01-11,USA,Web,Direct
1362,2026-02-09,USA,Web,Organic
1363,2026-01-11,USA,Web,Paid Search
1364,2026-06-13,Germany,iOS,Paid Search
1365,2026-04-23,USA,iOS,Organic
1366,2026-02-08,UK,Android,Organic
1367,2026-02-23,USA,iOS,Organic
1368,2026-04-08,Germany,iOS,Direct
1369,2026-02-24,UK,Web,LinkedIn
1370,2026-04-21,USA,Web,Paid Search
1371,2026-06-01,USA,Web,LinkedIn
1372,2026-05-30,UK,Android,Organic
1373,2026-03-10,India,Web,Referral
1374,2026-02-25,UAE,iOS,Organic
1375,2026-02-02,Germany,iOS,Organic
1376,2026-02-05,USA,Web,Direct
1377,2026-05-28,UK,Web,Organic
1378,2026-03-22,Germany,Web,Direct
1379,2026-04-19,UK,Web,Paid Search
1380,2026-06-03,UK,Android,Organic
1381,2026-03-14,USA,iOS,LinkedIn
